A1JVUD5XUB9H48|cf_pilot_appendicitis_1|32TMVRKDGNBCAKR81YFBARMXFT084T|24953265|Yes|331|Yes|No|"children.","children","Patients","children"|\N|"underwent appendectomy for suspected appendicitis"|"evaluates the impact","algorithm on CT use and diagnostic accuracy of appendicitis."|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|806199|2015-08-17 05:28:48
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|33CLA8O0MIOSQ53TKOHUSCETUBWRFB|24835625|Yes|NoInfo|No|Yes|"patients"|\N|"abdominal pain"|"MDCT","(MDCT)","MDCT","MDCT","MDCT","MDCT"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|102599|2015-08-17 16:39:40
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|33EEIIWHK7KHA1AJ7OXY587AMJJVQ3|25038431|Yes|NoInfo|No|No|"adult patients","Patients","patients","patients","patients","patients","patients"|\N|"bowel disease,","diverticular disease.","diverticular disease"|"multimatrix mesalamine","prevention"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|709204|2015-08-18 04:17:50
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|33NOQL7T9OCSDHFXMR514NZ6GO48Z6|24127762|Yes|NoInfo|No|Yes|"children.","children","patients","children","children","children","patients","children"|\N|"oral-health-related practices","oral-health-related practices","oral-health-related practices."|"oral-health-related screening","referrals"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|171738|2015-08-18 03:31:17
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|344M16OZKISF5TB5W6G71AOJHDTNE2|24506247|Yes|1|No|CantTell|"patient"|\N|"lipomatosis of nerve","Lipomatosis of nerve","fibrolipomatous hamartoma,","hemihypertrophy"|\N|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|98054|2015-08-18 04:01:36
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|34HEO7RUG67XUEML98V2EB32XVKARI|24868477|Yes|1|No|Yes|"man"|\N|"Meckel Diverticulum","Meckel diverticulum","Meckel diverticulum.","colonic diverticulitis","Meckel diverticulum"|"prompting diagnostic laparoscopy."|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|449839|2015-08-18 07:05:37
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|35F6NGNVM8WSRR1F6UOD4Z2UK8BT7N|24988242|Yes|1|Yes|No|"woman"|\N|"appendicular abscess","appendicular abscess"|"minimally invasive surgery."|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|59962|2015-08-18 13:14:57
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|35NNO802AV9RLYDRSP6YMPMB960NIB|25024479|Yes|1|No|Yes|"male"|\N|"Emphysematous pancreatitis","emphysematous pancreatitis"|"Contrast enhanced computed tomography (CECT)","Repeat CECT"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|108120|2015-08-18 05:38:11
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|35U0MRQMUJKEPPX3SB5UG3CA7I1VOV|24568943|Yes|1|Yes|No|"female","patient"|\N|"appendectomy."|"Early","diagnosis","diagnosis","diagnostic dilemma","Early"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|344559|2015-08-18 07:02:02
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|362E9TQF2H3LB6W55LT3W5DE8UEGIW|24063878|Yes|487|No|Yes|"patients","patients","patients","patients","patients","patients","patients","patients","patients"|\N|"Emergency department patient knowledge, opinions,","risk tolerance","emergency department"|"ultrasound","confirmatory CT,"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|199270|2015-08-18 04:05:05
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|371Q3BEXDHMAW1U60PB6LEZ7SIASZP|24303597|Yes|NoInfo|No|Yes|"patients"|\N|"cardiopulmonary","cardiopulmonary","cardiopulmonary"|"Perfusion:","Perfusion","Perfusion","Perfusion","Perfusion","perfusion,"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|743287|2015-08-18 16:17:50
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|374UMBUHN52Y38WBXBWOKLU8LJ2TCG|23164671|Yes|28|No|No|"players, male."|\N|"body mass index.","body mass index","mass index","mass index","body mass","mass index"|\N|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|1|\N|\N|0|0|212833|2015-08-18 07:35:41
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|379OL9DBSSRSMWO2VX9WQCLFU0HY9T|21962801|Yes|NoInfo|No|Yes|"patients","Patients","patients"|\N|"culprit plaque","culprit plaque"|"morphologies","morphologies","morphologies","morphologies"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|150329|2015-08-18 16:50:27
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|37J05LC5AXWEUX6KLDDV2LPH8HNDJV|25027348|Yes|NoInfo|No|No|"patients","patients"|\N|"Acute diarrhea","acute diarrhea,","acute diarrhea."|"test"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|216520|2015-08-17 16:36:57
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|37M4O367VJV9RSXC9484K1T6ZUK5MJ|24948010|Yes|NoInfo|No|No|"Human"|\N|"bone development,"|"increased and earlier occupancy"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|143936|2015-08-18 13:10:15
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|37MQ8Z1JQE9HMC33AOUHGPD1OU7Y21|24791368|Yes|1|No|Yes|"child:","child"|\N|"Wandering spleen","Wandering spleen","wandering","spleen complicated by torsion"|"diagnosis","computed tomography","splenectomy."|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|104159|2015-08-18 04:50:58
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|37NXA7GVSTJ6J4U6FJP2OM8GCDWVLE|24918715|Yes|2|No|Yes|"male","male"|\N|"airway reconstruction"|"computed tomographic scan"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|226684|2015-08-17 16:26:44
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|37PGLWGSJTJQDSSOVCEIUX57FBVIK1|24245983|Yes|175|No|Yes|"patients","patients","patients","patients"|\N|"Short bowel syndrome","Short bowel syndrome"|"laparoscopic procedures.","laparoscopic procedures.","laparoscopic procedures."|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|24887670|1|0|106533|2015-08-18 06:54:06
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|386659BNTLUD0WPMJCJUJE9CKBF10N|24696555|Yes|NoInfo|Yes|No|"male:female","patients."|\N|"diagnosed","Abdominal pains, vomiting","fever"|"document the frequency and pattern of distribution of schistosomal appendicitis"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|852915|2015-08-17 04:20:19
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|38B7Q9C28GIQ3CEWPEE47L1MVQP692|24019688|Yes|6878|No|Yes|"patients","patients.","patients","patients","patients","patients","patients","patients.","patients","patients","patients"|\N|"Xanthogranulomatous cholecystitis","Xanthogranulomatous cholecystitis","cholecystitis","cholecystitis","cholecystitis","xanthogranulomatous cholecystitis","cholecystitis","cholecystitis"|"group I open cholecystectomy","laparoscopic cholecystectomy (LC)","cholecystectomy (LCO)","laparoscopic cholecystectomy","open cholecystectomy","laparoscopic cholecystectomy","Laparoscopic cholecystectomy"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|274044|2015-08-18 03:35:57
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|38DCH97KHHF8J6APQZJF2KWGRWCQJD|24483056|Yes|1|No|No|"woman","woman"|\N|"Neisseria gonorrhoeae","Actinomyces naeslundii].","Neisseria gonorrhoeae","Actinomyces naeslundii","Neisseria gonorrhoeae","Actinomyces naeslundii"|"surgical approach"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|81307|2015-08-18 05:33:33
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|38EHZ67RIM577PMWQ0RVOYKVP3YGMC|24037311|No|\N|\N|Yes|"patients."|\N|\N|"single-port laparoscopic surgery.","single-port laparoscopic surgery"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|227736|2015-08-18 12:57:31
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|38F60IALAGUE9G1VLV34PKS7CU5T0N|24553777|Yes|113|Yes|Yes|"patients","Patients","Patients","patients","patients","patients","patients,","patients","patients","patients","patients,","patients","patients,","patients"|\N|"acute appendicitis.","suspected acute appendicitis.","suspected acute appendicitis","suspected acute appendicitis"|"diagnosis","(RIPASA) scoring systems","Ohmann","Ohmann","RIPASA scoring systems","specificity","diagnosis"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|24379631|1|0|198069|2015-08-18 06:55:41
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|38G0E1M85MI92UH0OXH3F94ZP4PVU8|24328444|Yes|5168|No|CantTell|"children.","children","children","children","children","children","children","children","children."|\N|"influenza","influenza","influenza","influenza","influenza","influenza.","influenza,","influenza","influenza,","influenza","influenza","influenza"|\N|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|151655|2015-08-18 05:36:13
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|38VTL6WC4AQ9L9MQS7WFEWGD84Z5YA|24992606|Yes|1|Yes|No|"child"|\N|"complaints of abdominal pain","distension following blunt trauma abdomen."|"managed with antibiotics","pigtail drainage"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|119616|2015-08-18 03:28:20
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|391FPZIE4CZ4KTMGJ80Z08DQHPDUHG|23746765|Yes|242|Yes|Yes|"patients","patients","patients","Patients","patients","patients,","patients","patients","patients","patients","patients","patients","patients","Patients"|\N|"perforated appendicitis.","perforated appendicitis","perforated appendicitis","perforated appendicitis"|"treat"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|299263|2015-08-17 14:31:38
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|39RRBHZ0AUEQOTBAUKGBW1JERM3ZV0|24010108|Yes|1|No|Yes|"female"|\N|"abdominal pain"|"treatment"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|100972|2015-08-17 16:34:59
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3A520CCNWND8LAHGN2B2F44JI6VEAA|23732550|Yes|1|Yes|No|"patient"|\N|"appendectomy","appendectomy"|"report"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|24250064|1|0|53101|2015-08-17 16:27:44
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3AA88CN98PGC3S7TZU0LGLZV5UTYKN|24682135|Yes|1|Yes|No|"patients"|\N|"acute appendicitis","lower quadrant.","acute appendicitis","lower quadrant abdominal pain."|\N|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|1|\N|\N|0|0|87208|2015-08-18 05:32:01
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3ABAOCJ4R8HYKEGATWW7ICOXVQ7QMH|23923354|Yes|352|No|No|"Patients","patients.","patients,","patients"|\N|"bacterial peritonitis","bacterial peritonitis,","bacterial peritonitis"|"culture results."|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|109075|2015-08-17 16:42:29
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3AQN9REUTFT4PM1J7DEYC845LLWYDA|24370490|Yes|NoInfo|No|Yes|"children","teenager"|\N|"assessment and","attention-deficit/hyperactivity disorder","clinical assessment and management of attention-deficit/hyperactivity disorder (ADHD)"|"careful and deliberate in their evaluation","recent-onset symptoms suggestive of ADHD,"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|627529|2015-08-17 04:31:01
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3B286OTISEUGWQ3813MTCKHBNEQAJQ|23426454|Yes|117|Yes|Yes|"patients","Patients","patients"|\N|"(abdominal pain,","abdominal pain"|"study","study","study"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|153229|2015-08-17 16:14:44
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3BFNCI9LYK3NSA3LRFIMMMYWQ9Z37H|24313095|Yes|NoInfo|No|No|"infants","infants","infants","patient","infants"|\N|"hyperbilirubinemia.","hyperbilirubinemia","hyperbilirubinemia","unconjugated","hyperbilirubinemia."|"Interprofessional collaboration"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|209466|2015-08-18 13:13:51
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3CESM1J3EIG1F8R4IPOWL59XTR9W6H|24441442|Yes|1|Yes|Yes|"27-year-old man","patients","patients","patients"|\N|"Atypical presentations of appendix have been reported","including backache, left","lower","quadrant pain and groin pain","Atypical presentations of"|"diagnosed after computed tomography"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|1138727|2015-08-17 06:05:01
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3CIS7GGG65WS0JVET7STF5GDP9LUE0|24073413|No|\N|\N|CantTell|"(anaerobic)","(anaerobic)"|\N|\N|\N|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|268257|2015-08-18 12:53:38
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3CO05SML7VI1T1O3H6Y9P5RPO990RI|24701740|Yes|102|Yes|Yes|"children.","children","PATIENTS","patients","patients","patients","patients","patients","patients","patients"|\N|"risk of rupture","finally diagnosed clinically as having AA were planned for emergency open appendectomy."|"sent for histopathological examination"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|24841008|1|0|1226868|2015-08-17 04:05:45
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3D0LPO3EABCVTJS8XMSEN2G4PZ2OYW|24016703|Yes|1899|Yes|Yes|"patients","patients","patients","patients"|\N|"normal appendices","normal appendices)."|"laparoscopy.","laparoscopy","diagnostic quality"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|186635|2015-08-18 12:25:47
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3D42WVSDH881N6FFYJ9O087QXYCYFL|24899259|Yes|1500|No|CantTell|"Male","male","male","male","male"|\N|"Circumcision","circumcision.","circumcision.","circumcision","circumcision","circumcision"|\N|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|108104|2015-08-18 07:04:06
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3DGDV62G7OMNDYB2J1YY3YKPKP3P2X|25062342|Yes|508|Yes|Yes|"patients'","PATIENTS","patients","patients","patient's","patients","Patients","patients","patients","patients"|\N|"underwent appendectomy"|"single-incision laparoscopic appendectomy","multiport laparoscopic appendectomy","open appendectomy","procedure.","procedure"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|209106|2015-08-18 04:24:39
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3ECKRY5B1Q9L2NRAVDHSHCTKJK8IZN|24648130|Yes|278|No|Yes|"children","children","Children","children","children,","children.","children."|\N|"febrile urinary tract infection","febrile urinary tract infection"|"imaging.","imaging"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|228778|2015-08-18 16:25:35
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3EFNPKWBMS19AZ316GXD77O9IVS03D|24679075|Yes|1|Yes|Yes|"patient","patient","patient","patient"|\N|"abdominal pain."|"monitoring"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|115607|2015-08-18 16:05:19
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3EFNPKWBMS19AZ316GXD77O9IVS30G|25015165|Yes|1|No|Yes|"children"|\N|"Hodgkin's lymphoma","Hodgkin's lymphoma","Hodgkin's lymphoma"|"Abdominal laparoscopy","biopsy"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|133440|2015-08-18 05:28:36
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3EQVJH0T40YPKG7RJ3APVCROYB7THP|23956023|No|\N|\N|Yes|"cell lines","cell lines"|\N|\N|"could"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|202271|2015-08-17 16:20:39
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3FI30CQHVKW9R5TTNYS0YRWCJQRB6G|24209643|Yes|1458|Yes|Yes|"patients","patients,"|\N|\N|"laparoscopic cholecystectomy,","laparoscopic appendectomy","laparoscopic cholecystectomy,","laparoscopic appendectomy;"|\N|\N|suspected appendicitis|\N|\N|\N|\N|\N|0|0|1|0|\N|\N|0|0|373571|2015-08-18 03:42:17
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3FTID4TN8LBNNYPBKUCMVLCAUUYYLQ|24915623|No|\N|\N|Yes|"electronic clinical records,"|\N|\N|"[Artificial intelligence","Artificial Intelligence"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|222889|2015-08-18 16:21:41
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3H5TOKO3D9WP668K8JIDQDQ69YB646|23388666|Yes|129|No|Yes|"women","women,","women","women,"|\N|"segmental multi-frequency bioelectrical","impedance analysis","appendicular fat mass","lean soft tissue mass","appendicular fat mass","lean soft tissue","mass"|"segmental multi-frequency bioelectrical impedance analysis","linear regression","Bland-Altman analysis."|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|340784|2015-08-18 03:50:44
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3HEADTGN2P5HM2PJK3MYAYHFI5LVR4|25064362|Yes|NoInfo|Yes|Yes|"residents","residents"|\N|"laparoscopic cholecystectomy"|"laparoscopic surgery."|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|1627704|2015-08-18 06:12:12
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3HRWUH63QUFF9AICL5N4XGI64KU5NJ|23930530|Yes|NoInfo|Yes|Yes|"patients"|\N|"abdominal pain","abdominal pain,","abdominal pain."|"case study.","case study"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|293143|2015-08-17 16:22:42
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3HUR21WDDU2INS60YDFA6F7X138XYB|25076397|Yes|125|Yes|No|"patients.","patients","patients","patients"|\N|"recurrent appendicitis","recurrent appendicitis","recurrent appendicitis","recurrent appendicitis","recurrent appendicitis","recurrent appendicitis.","recurrent appendicitis.","recurrent appendicitis"|"successful non-operative","successful","non-operative","successful non-operative","non-operative"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|24952800|1|0|133902|2015-08-18 06:58:01
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3IJ95K7NDXPDP77W216V1D9VUT8GNC|24388006|Yes|106|No|Yes|"patients","individuals","individuals","individuals","individuals"|\N|"hysterectomy","hysterectomy","hysterectomy,"|"flexible sigmoidoscopy","Flexible","sigmoidoscopy"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|276428|2015-08-18 07:27:47
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3JGHED38ED4O8D09G0BCCGU9ZATY7H|24383217|Yes|628,337|No|No|"newborns.","newborns","babies","babies","babies","babies."|\N|"Permanent congenital hearing impairment (CHI)"|"integrated programme"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|448724|2015-08-18 05:22:55
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3JHB4BPSFKMJDUXG4NS2DQIDVR0Q9I|24754294|Yes|14|No|Yes|"patients","patients","men;","patients","patients","patients","patients","Patients","patients","patients"|\N|"Endovascular treatment","abdominal aortic dissections:","endovascular treatment","abdominal aortic dissections (IAAD).","endovascular treatment"|"Kaplan-Meier analysis).","long-term evaluation of endovascular IAAD"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|494232|2015-08-18 04:40:09
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3JMQI2OLFZIADNX50B5NVS6YH1SDNZ|24449261|Yes|50|Yes|Yes|"patients","patients.","patients"|\N|"acute appendicitis.","acute appendicitis."|"laparoscopic surgery","laparoscopic"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|136928|2015-08-18 08:19:35
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3JUDR1D0D648DACHJEDN33AZPLQQ2Q|24736537|Yes|87|No|Yes|"patients","patients"|\N|"epiploic appendices","epiploic appendices torsion and necrosis"|"diagnose","diagnostic laparoscopy","diagnose","Successful","surgical treatment by","using laparoscopic"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|344039|2015-08-18 05:00:39
A1JVUD5XUB9H48|cf_pilot_appendicitis_1|3K3IX1W4S64CI166WGRD9G3NWDWAPQ|24853833|No|\N|\N|No|"EM","algorithm","(EM)","algorithm","EM","algorithm."|\N|\N|"finite","finite","finite mixture regression,","finite","mixture","regression,"|\N|\N|\N|\N|\N|\N|\N|\N|0|0|0|0|\N|\N|0|0|263806|2015-08-18 12:49:04
